              Im{iWn}     Re{SelfE_1}[1,1]     Im{SelfE_1}[1,1]     Re{SelfE_1}[2,1]     Im{SelfE_1}[2,1]     Re{SelfE_1}[1,2]     Im{SelfE_1}[1,2]     Re{SelfE_1}[2,2]     Im{SelfE_1}[2,2]
     0.10449850235777    25.88691841838466    -0.04367152980506    25.67937999231451    -0.04324153090451    27.68823068105331    -0.03466186270731    27.98038690218356    -0.03942610702715
     0.31349550707332    25.88285491670799    -0.12117484951582    25.66840534290926    -0.12635857491273    27.69107268316803    -0.09752462603027    27.99375228285937    -0.11041050579611
     0.52249251178887    25.87180049902180    -0.19149392909645    25.64920516896913    -0.20163983008635    27.69361724878912    -0.15346510104338    28.01157544989706    -0.17130311356520
     0.73148951650442    25.85975030605156    -0.25759544864443    25.62386672516431    -0.27202693322516    27.69507934078917    -0.20495128003091    28.03032440265578    -0.22461851232838
     0.94048652121997    25.84840049193570    -0.31294525581034    25.59703397463453    -0.33179037953103    27.69613931104854    -0.24975391362695    28.04858417032742    -0.27226456861745
     1.14948352593552    25.83347615158990    -0.36997859402363    25.56408798734833    -0.39151270653620    27.69576254207074    -0.29432829177393    28.06654035693179    -0.31451076117427
     1.35848053065106    25.81518101473147    -0.42091090670891    25.52906602620197    -0.44102336334669    27.69566078689199    -0.33466109955556    28.08342748736948    -0.35313311964367
     1.56747753536661    25.79549695969557    -0.46531441634937    25.49529368458370    -0.48110522479484    27.69550945048752    -0.37075771093288    28.09928742300334    -0.38903806110065
     1.77647454008216    25.77558497732662    -0.50571743809282    25.46371269610045    -0.51673641459179    27.69473482654358    -0.40417828051977    28.11450681291928    -0.42248486595945
     1.98547154479771    25.75563121363453    -0.54367803875348    25.43367430211805    -0.55114130002357    27.69320507707416    -0.43591501349705    28.12939823695442    -0.45352125605078
     2.19446854951326    25.73541631638308    -0.57939755300661    25.40411009853257    -0.58498791226982    27.69111539490427    -0.46612674909427    28.14410240618457    -0.48219935567143
     2.40346555422881    25.71474381040652    -0.61247364381137    25.37424316779910    -0.61754027686856    27.68875119271132    -0.49453910242297    28.15863551299568    -0.50863196913572
     2.61246255894436    25.69359642104257    -0.64252550354495    25.34378529095279    -0.64778604135044    27.68634636172401    -0.52082773565315    28.17295859785536    -0.53297894670365
     2.82145956365990    25.67211945371973    -0.66945135751166    25.31284360603950    -0.67502375555436    27.68403998936399    -0.54481403036359    28.18702508038879    -0.55541638061624
     3.03045656837545    25.65054158055565    -0.69343180340390    25.28174056217001    -0.69900922242041    27.68188728718452    -0.56650663261299    28.20080235927509    -0.57611131557379
     3.23945357309100    25.62909839557561    -0.71482631484852    25.25085573172798    -0.71987481147248    27.67988845098274    -0.58606177010482    28.21427597950011    -0.59520794333166
     3.44845057780655    25.60798327061611    -0.73405724880953    25.22052418428025    -0.73797934790506    27.67801622581196    -0.60371852461555    28.22744543068566    -0.61282384166314
     3.65744758252210    25.58732673579412    -0.75152300214584    25.19098866191890    -0.75377002946463    27.67623539369858    -0.61973992224326    28.24031767588404    -0.62905264244306
     3.86644458723765    25.56719649213453    -0.76754926765988    25.16239008421253    -0.76768525056171    27.67451385798902    -0.63437166913355    28.25290152724401    -0.64396971606727
     4.07544159195319    25.54760890769697    -0.78237217642904    25.13478025046881    -0.78009983919857    27.67282739300911    -0.64781950366665    28.26520396423968    -0.65763845502430
     4.28443859666874    25.52854478168713    -0.79614267843736    25.10814426448773    -0.79130342062840    27.67116045045856    -0.66024137350177    28.27722840019335    -0.67011577490311
     4.49343560138429    25.50996476602897    -0.80894225703925    25.08242453620914    -0.80150052338010    27.66950493720190    -0.67174945484655    28.28897444370836    -0.68145623171692
     4.70243260609984    25.49182205061792    -0.82080264814282    25.05754183252492    -0.81082266238711    27.66785824350304    -0.68241757141319    28.30043860216220    -0.69171466210140
     4.91142961081539    25.47407147246362    -0.83172494580111    25.03341143448453    -0.81934532072545    27.66622125897865    -0.69229070643573    28.31161544292676    -0.70094752696663
     5.12042661553094    25.45667514834306    -0.84169566135106    25.00995409514480    -0.82710531690063    27.66459672903882    -0.70139446184150    28.32249885493477    -0.70921325361119
     5.32942362024649    25.43960520508023    -0.85069882516785    24.98710239315131    -0.83411606781646    27.66298806414767    -0.70974327075205    28.33308318333346    -0.71657189117132
     5.53842062496203    25.42284434799483    -0.85872415418606    24.96480346712426    -0.84037967309197    27.66139858135072    -0.71734685017729    28.34336411721144    -0.72308435838033
     5.74741762967758    25.40638499165827    -0.86577180469756    24.94301918438592    -0.84589564128377    27.65983109733032    -0.72421482114373    28.35333928967683    -0.72881150758725
     5.95641463439313    25.39022756773555    -0.87185443072986    24.92172468799084    -0.85066657998614    27.65828777542767    -0.73035967298475    28.36300860073544    -0.73381316703838
     6.16541163910868    25.37437848232495    -0.87699728775078    24.90090607917568    -0.85470139972536    27.65677013620924    -0.73579836581778    28.37237430292873    -0.73814726868806
