              Im{iWn}     Re{Delta_1}[1,1]     Im{Delta_1}[1,1]     Re{Delta_1}[2,1]     Im{Delta_1}[2,1]     Re{Delta_1}[1,2]     Im{Delta_1}[1,2]     Re{Delta_1}[2,2]     Im{Delta_1}[2,2]
     0.10449850235777     0.38407979466501    -1.22222271088753     0.30510863060146    -0.37713890924696    -0.57314791142990    -4.58885773793896     1.54721349573339    -0.49908362667283
     0.31349550707332    -0.07808139309753    -1.07820346254340     0.32744831883806    -0.37820937625220    -1.07469834393488    -2.39016673820303     1.30319498937373    -0.90647445289276
     0.52249251178887    -0.24911078907336    -1.02630252179002     0.30576809259912    -0.44321569092430    -1.00758764502653    -1.89975932434924     1.01461874347661    -1.10376718408899
     0.73148951650442    -0.35204500635651    -1.00450525712937     0.27518166627495    -0.49865327809070    -0.94788277837522    -1.65424987292303     0.76884868244341    -1.16536884785584
     0.94048652121997    -0.42127572854405    -0.98879328253217     0.24245475749077    -0.54083934352004    -0.90311163562671    -1.49707072047320     0.58102111037544    -1.16202909778944
     1.14948352593552    -0.47074106400323    -0.97344617318086     0.21001584106740    -0.57183705476914    -0.86845987753606    -1.38271292799524     0.43800008269039    -1.13185834773182
     1.35848053065106    -0.50593111636859    -0.95811531525575     0.17920881278247    -0.59305163490348    -0.84044158921549    -1.29572086742985     0.32996182592671    -1.09109243251757
     1.56747753536661    -0.53123015583641    -0.94294260262229     0.15062189224167    -0.60656447128409    -0.81679749544589    -1.22697013364073     0.24736039247038    -1.04750291219729
     1.77647454008216    -0.54951223987234    -0.92806826170107     0.12449844664769    -0.61423420939929    -0.79616732826543    -1.17084159057955     0.18305729619405    -1.00452492828752
     1.98547154479771    -0.56251415081952    -0.91366104018389     0.10093668854262    -0.61748148505585    -0.77769986094133    -1.12390956777698     0.13222817009763    -0.96359862590316
     2.19446854951326    -0.57135967153701    -0.89988435386521     0.07992528207834    -0.61738856602369    -0.76081743302686    -1.08399411833699     0.09159885002351    -0.92526816802815
     2.40346555422881    -0.57686987718763    -0.88684805227510     0.06135202360568    -0.61479809645555    -0.74510753460926    -1.04959991823380     0.05885336939045    -0.88965762379504
     2.61246255894436    -0.57969598597504    -0.87459197858488     0.04503010213339    -0.61036768716496    -0.73027281010393    -1.01962789401336     0.03228651805122    -0.85668803092828
     2.82145956365990    -0.58036810087701    -0.86309699852407     0.03073394081437    -0.60460343273460    -0.71610171636176    -0.99323407782895     0.01060917110433    -0.82618657745642
