[-0.21910236813877398 0.0 0.033619246058056274 -0.0; -0.0 0.17305771569319495 -0.0 0.03423737165149415; 0.033619262651644055 0.0 0.17079775989910304 -0.0; -0.0 0.034237387007885756 -0.0 -0.22076365094221867]	[-0.00251804137019988 -0.0 0.0004124358258109084 -0.0; -0.0 -0.0026035606373834147 -0.0 0.00044704121027643696; 0.00040057221299962296 -0.0 -0.002584480255098536 -0.0; -0.0 0.0004352294924891992 -0.0 -0.00264917653449798]
[-0.21887917193203466 0.0 0.03356100423950753 -0.0; -0.0 0.17293547341258012 -0.0 0.034162488807086; 0.03356105344495025 0.0 0.17054749146494871 -0.0; -0.0 0.03416253488278731 -0.0 -0.22043203302379766]	[-0.007524173764427128 -0.0 0.0012222737896412023 -0.0; -0.0 -0.007776950238092675 -0.0 0.0013184786443061142; 0.0012104056459677165 -0.0 -0.007694685807186269 -0.0; -0.0 0.0013066633365816803 -0.0 -0.007893699247965819]
[-0.2184425833601487 0.0 0.03345045534522045 -0.0; -0.0 0.17268740020913764 -0.0 0.03402510615221871; 0.033450535736013476 0.0 0.17009868938175873 -0.0; -0.0 0.03402518292115947 -0.0 -0.2198213035076897]	[-0.012449049558494657 -0.0 0.002022833901418164 -0.0; -0.0 -0.012860283053349103 -0.0 0.002162235645094972; 0.002010957518221071 -0.0 -0.012654723328265283 -0.0; -0.0 0.002150413561646705 -0.0 -0.012999821175566556]
[-0.21781064323222665 -0.0 0.033296612643735624 -0.0; -0.0 0.1723115937643201 -0.0 0.033842332219289506; 0.03329672255648469 -0.0 0.16951959437380715 -0.0; -0.0 0.03384243954241378 -0.0 -0.21900336531471565]	[-0.017261194428348725 -0.0 0.00280892919975762 0.0; 0.0 -0.017822014354912014 -0.0 0.0029716170616163606; 0.0027970419958651734 -0.0 -0.017428004113846762 0.0; -0.0 0.002959785609814761 -0.0 -0.01793197357908724]
[-0.21700561527510515 -0.0 0.03310834430378928 -0.0; -0.0 0.17181142204235958 -0.0 0.03362843005893068; 0.03310848230285229 -0.0 0.16886211890609634 -0.0; -0.0 0.03362856765261907 -0.0 -0.21803698037036678]	[-0.021948940948454038 -0.0 0.003577017764142881 0.0; 0.0 -0.022653424847658116 -0.0 0.003748112988715274; 0.0035651180869898345 -0.0 -0.022022242287538657 0.0; -0.0 0.003736270125208634 -0.0 -0.022694922861120015]
[-0.2160490352895285 -0.0 0.03289255885162834 -0.0; -0.0 0.17119447053020842 -0.0 0.033392082368634945; 0.03289272388555892 -0.0 0.16815272523492059 -0.0; -0.0 0.033392249832392584 -0.0 -0.21695662096199786]	[-0.026513582389640078 -0.0 0.004325354862058503 0.0; 0.0 -0.027358635477846283 -0.0 0.004496560243139686; 0.004313441615383408 -0.0 -0.026463816461992584 0.0; -0.0 0.004484704319260886 -0.0 -0.027310901322244674]
[-0.21495843156711325 -0.0 0.0326538877945548 -0.0; -0.0 0.17046960898106184 -0.0 0.033137339306848146; 0.03265407915092883 -0.0 0.16739908777186802 -0.0; -0.0 0.03313753617149384 -0.0 -0.2157771724273428]	[-0.030961973717680225 -0.0 0.005053519345549099 0.0; 0.0 -0.0319455594302101 -0.0 0.005221663271399779; 0.0050415916840751964 -0.0 -0.030779308830929608 0.0; -0.0 0.005209792879185851 -0.0 -0.03180258727318047]
[-0.21374653207179917 -0.0 0.03239514666198379 -0.0; -0.0 0.16964493277722387 -0.0 0.032865555224529386; 0.03239536385873992 -0.0 0.16659942855612808 -0.0; -0.0 0.032865780990078086 -0.0 -0.2145025538280722]	[-0.035301556263837686 -0.0 0.005761746932096893 0.0; 0.0 -0.03642091595589342 -0.0 0.005926665959054972; 0.005749804083070489 -0.0 -0.034988161016797026 0.0; -0.0 0.005914779823538394 -0.0 -0.036186139802534434]
[-0.21242209605811585 -0.0 0.03211797506229508 -0.0; -0.0 0.1687271084342452 -0.0 0.032576914275351254; 0.03211821774836099 -0.0 0.1657488825349116 -0.0; -0.0 0.03257716843070735 -0.0 -0.2131322675629424]	[-0.039537966672364644 -0.0 0.006450418430482684 0.0; -0.0 -0.04078853356032636 -0.0 0.0066132991312599365; 0.0064384596135602 -0.0 -0.03910194570216441 -0.0; -0.0 0.006601396050310732 -0.0 -0.040470467987402614]
[-0.21099125895199045 -0.0 0.03182337434227622 -0.0; -0.0 0.16772155187631957 -0.0 0.03227130811688994; 0.031823642227358284 -0.0 0.1648426540798695 -0.0; -0.0 0.03227159014582781 -0.0 -0.21166502840803014]	[-0.04367437343205416 -0.0 0.0071197904518932945 0.0; -0.0 -0.04504938895649124 -0.0 0.007282166572143617; 0.0071078148557707525 -0.0 -0.04312603833514905 -0.0; -0.0 0.007270245390090566 -0.0 -0.04465882649870201]
