[-0.2209727119304427 0.0 0.03406343055632416 -0.0; -0.0 0.1705313110725526 -0.0 0.034059426706747; 0.034063444781224694 0.0 0.17050579942029032 -0.0; -0.0 0.034059440924427364 -0.0 -0.2209477008722951]	[-0.0024355181516137886 -0.0 0.0004086699016990243 -0.0; -0.0 -0.0023818034342148256 -0.0 0.0004094593545013066; 0.00039681966839873374 -0.0 -0.00237980328223383 -0.0; -0.0 0.0003976092820655514 -0.0 -0.0024391687155907588]
[-0.22079897293948075 0.0 0.03402764852233442 -0.0; -0.0 0.1704289729397659 -0.0 0.034023237169057585; 0.03402769117880472 0.0 0.17040307698657742 -0.0; -0.0 0.03402327980457226 -0.0 -0.22077208699298728]	[-0.007300104051829001 -0.0 0.0012128709847545206 -0.0; -0.0 -0.00713924035322662 -0.0 0.0012151954195582333; 0.0012010188012281714 -0.0 -0.007133311700215361 -0.0; -0.0 0.0012033433872825942 -0.0 -0.007310846802162457]
[-0.22045253577811547 0.0 0.03395636716056322 -0.0; -0.0 0.17022468200411867 -0.0 0.033951160610176945; 0.03395643819388433 0.0 0.17019803865819366 -0.0; -0.0 0.0339512316108731 -0.0 -0.22042199055313544]	[-0.012145407435399325 -0.0 0.0020132212371991487 -0.0; -0.0 -0.011878234298979995 -0.0 0.0020169507565362863; 0.0020013651661408556 -0.0 -0.011868588632669513 -0.0; -0.0 0.0020050948179395904 -0.0 -0.01216262639635815]
[-0.21993546418853027 -0.0 0.03385011789650505 -0.0; -0.0 0.1699192064683986 -0.0 0.03384376684641244; 0.03385021721540987 -0.0 0.1698914940207042 -0.0; -0.0 0.03384386612434509 -0.0 -0.2198996509723728]	[-0.016958800566812815 -0.0 0.002807207580996994 0.0; 0.0 -0.01658671094917527 -0.0 0.00281213340043604; 0.002795345710699946 -0.0 -0.016573688071194914 0.0; -0.0 0.0028002716354791632 -0.0 -0.016981504511305562]
[-0.21925080965267713 -0.0 0.03370968428357324 -0.0; -0.0 0.1695136925353738 -0.0 0.033701894016652634; 0.03370981176016047 -0.0 0.16948464872689514 -0.0; -0.0 0.033702021448308916 -0.0 -0.21920837036549568]	[-0.021727990753112714 -0.0 0.00359239744520893 0.0; 0.0 -0.021252920895824756 -0.0 0.0035982428826590585; 0.0035805279017703546 -0.0 -0.0212369711898458 0.0; -0.0 0.0035863734102928864 -0.0 -0.02175486370428062]
[-0.21840256012349002 -0.0 0.033536086317918934 -0.0; -0.0 0.16900965713822416 -0.0 0.03352662959216368; 0.03353624178757425 -0.0 0.16897909404857897 -0.0; -0.0 0.03352678501814488 -0.0 -0.21835244793617742]	[-0.026441142886917957 -0.0 0.004366467686071428 0.0; 0.0 -0.0258655569770343 -0.0 0.004372902437639825; 0.004354588644904882 -0.0 -0.025847218879209377 0.0; -0.0 0.0043610234275832035 -0.0 -0.026470609894695296]
[-0.217395574379041 -0.0 0.03333056049187877 -0.0; -0.0 0.1684089781994999 -0.0 0.03331928647591509; 0.03333074375323153 -0.0 0.16837679299969419 -0.0; -0.0 0.033319469700607895 -0.0 -0.2173370969726549]	[-0.031086991121101804 -0.0 0.00512723042611206 0.0; 0.0 -0.030413860042376617 -0.0 0.005133887145165883; 0.0051153401225809345 -0.0 -0.03039373448869581 0.0; -0.0 0.00512199682870978 -0.0 -0.031117294969782994]
[-0.21623550412767534 -0.0 0.033094536334411506 -0.0; -0.0 0.16771388222783382 -0.0 0.03308137525458976; 0.033094747149374604 -0.0 0.1676800631080373 -0.0; -0.0 0.03308158604589373 -0.0 -0.21616834786123157]	[-0.035654937388166774 -0.0 0.005872655205631322 0.0; 0.0 -0.03488771110185751 -0.0 0.005879147286033448; 0.0058607519446432195 -0.0 -0.03486643471766582 0.0; -0.0 0.005867243965710546 -0.0 -0.03568422138124411]
[-0.2149287062986991 -0.0 0.03282961028231296 -0.0; -0.0 0.16692692899207137 -0.0 0.03281457376639607; 0.03282984837623626 -0.0 0.16689155596402205 -0.0; -0.0 0.032814811855569836 -0.0 -0.21485294090635015]	[-0.040135135014217393 -0.0 0.0066008870150455826 0.0; -0.0 -0.03927770843646733 -0.0 0.006606826461770854; 0.00658896917948205 -0.0 -0.03925592707876513 -0.0; -0.0 0.006594908519771039 -0.0 -0.040161526878308706]
[-0.2134821481361388 -0.0 0.032537517773207514 -0.0; -0.0 0.16605099303043858 -0.0 0.03252069516954925; 0.03253778283519371 -0.0 0.16601423373884888 -0.0; -0.0 0.032520960251232855 -0.0 -0.2133982128666952]	[-0.04451855625743706 -0.0 0.007310259961515866 0.0; -0.0 -0.0435752288485276 -0.0 0.007315274306873565; 0.007298326019411813 -0.0 -0.04355357287693895 -0.0; -0.0 0.007303340212128369 -0.0 -0.04454024848234073]
[-0.21190330777159583 -0.0 0.03222010445121237 -0.0; -0.0 0.16508924185927215 -0.0 0.03220165564666444; 0.03222039613462507 -0.0 0.16505134293710982 -0.0; -0.0 0.0322019473791314 -0.0 -0.21181198100120197]	[-0.04879704318989586 -0.0 0.007999306505648882 0.0; -0.0 -0.04777247279754737 -0.0 0.008003053881602551; 0.007987355016072182 -0.0 -0.04775153517433539 -0.0; -0.0 0.007991102195503051 -0.0 -0.04881236571822589]
