[-0.2209701047390657 0.0 0.03406272886389611 -0.0; -0.0 0.17053331214324396 -0.0 0.03405967172632285; 0.03406274308865148 0.0 0.17050529418568328 -0.0; -0.0 0.03405968594502573 -0.0 -0.22094796907669872]	[-0.002435393616365758 -0.0 0.00040864600977589134 -0.0; -0.0 -0.002381948295616311 -0.0 0.0004094763922585216; 0.0003967957432138409 -0.0 -0.00237971688386188 -0.0; -0.0 0.0003976263542106976 -0.0 -0.0024392751585076942]
[-0.22079639066433293 0.0 0.03402695259247679 -0.0; -0.0 0.17043094903720446 -0.0 0.03402347298762337; 0.03402699524850794 0.0 0.17040257425617258 -0.0; -0.0 0.03402351562616651 -0.0 -0.220772321351975]	[-0.00729973223740743 -0.0 0.0012127996502514177 -0.0; -0.0 -0.007139669622159908 -0.0 0.0012152458234030042; 0.0012009474336794783 -0.0 -0.007133053587410301 -0.0; -0.0 0.0012033938249182208 -0.0 -0.0073111616292662746]
[-0.22045000281151111 0.0 0.03395568262947063 -0.0; -0.0 0.1702266101314187 -0.0 0.033951378486131834; 0.033955753662054555 0.0 0.170197540943252 -0.0; -0.0 0.0339514494917697 -0.0 -0.22042215870095244]	[-0.012144793666187925 -0.0 0.0020131035724548114 -0.0; -0.0 -0.011878932588811064 -0.0 0.002017032328819336; 0.0020012474687806357 -0.0 -0.011868162024414763 -0.0; -0.0 0.002005176422856668 -0.0 -0.012163136381460493]
[-0.21993300389397857 -0.0 0.033849450152873606 -0.0; -0.0 0.16992106717558508 -0.0 0.033843958915884986; 0.03384954947073665 -0.0 0.16989100384443973 -0.0; -0.0 0.033844058200523275 -0.0 -0.21989972344015468]	[-0.016957953553745353 -0.0 0.0028070454023581878 0.0; 0.0 -0.016587654349782904 -0.0 0.0028122425925214134; 0.0027951835000792047 -0.0 -0.016573098240529188 0.0; -0.0 0.0028003808585522387 -0.0 -0.016982188507851603]
[-0.2192484438966939 -0.0 0.033709038356962095 -0.0; -0.0 0.16951547081684168 -0.0 0.033702053641453844; 0.033709165832194965 -0.0 0.16948416862540494 -0.0; -0.0 0.033702181081404214 -0.0 -0.21920832186703126]	[-0.021726922356750056 -0.0 0.003592193218567888 0.0; 0.0 -0.021254079173458562 -0.0 0.003598374964084272; 0.0035803236439735596 -0.0 -0.02123622533021896 0.0; -0.0 0.0035865055206618975 -0.0 -0.021755693886787164]
[-0.21840030886024403 -0.0 0.03353546678081232 -0.0; -0.0 0.16901134259772688 -0.0 0.033526751614948225; 0.03353562224879003 -0.0 0.1689786265661533 -0.0; -0.0 0.0335269070506215 -0.0 -0.21835225844728257]	[-0.026439867800542527 -0.0 0.0043662244544198 0.0; 0.0 -0.025866896008039597 -0.0 0.004373051725353155; 0.00435434538310056 -0.0 -0.025846325925572455 0.0; -0.0 0.004361172741901712 -0.0 -0.02647155331348522]
[-0.21739345530068865 -0.0 0.03332997137870114 -0.0; -0.0 0.1684105646088026 -0.0 0.03331936737309632; 0.03333015463804423 -0.0 0.16837634067769566 -0.0; -0.0 0.03331955060869829 -0.0 -0.2173367525324572]	[-0.031085526487420467 -0.0 0.005126951722571203 0.0; 0.0 -0.03041534411178315 -0.0 0.005134047280757309; 0.005115061390049107 -0.0 -0.030392704900864154 0.0; -0.0 0.0051221569883742974 -0.0 -0.031118315282647357]
[-0.21623353239003362 -0.0 0.033093981079801604 -0.0; -0.0 0.16771536670822496 -0.0 0.03308141318794988; 0.03309419189241347 -0.0 0.16767962846699014 -0.0; -0.0 0.03308162399121273 -0.0 -0.21616784104045417]	[-0.03565330236556774 -0.0 0.0058723449559661255 0.0; 0.0 -0.03488930482593583 -0.0 0.005879311543108778; 0.005860441667287525 -0.0 -0.03486528023478064 0.0; -0.0 0.005867408244229023 -0.0 -0.035685280631960414]
[-0.21492689432818812 -0.0 0.03282909167988024 -0.0; -0.0 0.16692831105941244 -0.0 0.032814568542000544; 0.03282932977110198 -0.0 0.1668911414791965 -0.0; -0.0 0.03281480664403652 -0.0 -0.21485227091607856]	[-0.040133350309929205 -0.0 0.006600549433943406 0.0; -0.0 -0.039279378209317706 -0.0 0.006606988061903629; 0.006588631572105927 -0.0 -0.039254660454378254 -0.0; -0.0 0.006595070138701361 -0.0 -0.04016258720925897]
[-0.2134805055198754 -0.0 0.03253703795497287 -0.0; -0.0 0.1660522736936589 -0.0 0.032520648117687734; 0.03253730301390456 -0.0 0.16601384181030987 -0.0; -0.0 0.03252091321301387 -0.0 -0.21339738531378322]	[-0.044516643645251874 -0.0 0.007309899446909643 0.0; -0.0 -0.043576943821092784 -0.0 0.007315426721990814; 0.007297965480042436 -0.0 -0.04355220760445144 -0.0; -0.0 0.007303492643448853 -0.0 -0.044541273690370975]
