[-0.22097283810527552 0.0 0.034063446630677285 -0.0; -0.0 0.17053072537334701 -0.0 0.03405985535023082; 0.034063460855519034 0.0 0.17050562209446207 -0.0; -0.0 0.03405986956735241 -0.0 -0.22094960789972434]	[-0.0024355209339095296 -0.0 0.00040867061227347544 -0.0; -0.0 -0.0023818457381535665 -0.0 0.00040948904554394375; 0.0003968203773780034 -0.0 -0.002379799727877309 -0.0; -0.0 0.00039763898226856994 -0.0 -0.0024393068358052813]
[-0.2207990985129618 0.0 0.03402766449291178 -0.0; -0.0 0.17042840034237106 -0.0 0.0340236560028046; 0.034027707149205444 0.0 0.1704029004982357 -0.0; -0.0 0.03402369863665783 -0.0 -0.22077394828296093]	[-0.00730011237357138 -0.0 0.001212873108012842 -0.0; -0.0 -0.007139366001447656 -0.0 0.001215283564643941; 0.0012010209228965067 -0.0 -0.007133301063669759 -0.0; -0.0 0.0012034315413399768 -0.0 -0.007311256821785392]
[-0.2204526601570178 0.0 0.03395638292520309 -0.0; -0.0 0.17022413507911294 -0.0 0.03395156022401313; 0.033956453958232546 0.0 0.17019786383400776 -0.0; -0.0 0.033951631222001566 -0.0 -0.22042376219233362]	[-0.012145421221663122 -0.0 0.0020132247526924952 -0.0; -0.0 -0.011878439565391946 -0.0 0.0020170945924268087; 0.0020013686800540833 -0.0 -0.011868570993096295 -0.0; -0.0 0.002005238662430923 -0.0 -0.012163295509177469]
[-0.21993558679570224 -0.0 0.03385013335633985 -0.0; -0.0 0.16991869675804294 -0.0 0.03384413860480462; 0.033850232674839276 -0.0 0.16989132166594828 -0.0; -0.0 0.03384423787906615 -0.0 -0.2199012925839629]	[-0.016958819694408322 -0.0 0.0028072124551619345 0.0; 0.0 -0.016586989834202565 -0.0 0.002812328479725401; 0.0027953505833008046 -0.0 -0.016573663559164176 0.0; -0.0 0.0028004667228328584 -0.0 -0.016982412080274067]
[-0.2192509299344914 -0.0 0.03370969934453866 -0.0; -0.0 0.16951323012158778 -0.0 0.033702230384376974; 0.03370982682061041 -0.0 0.1694844796155062 -0.0; -0.0 0.03370235781151215 -0.0 -0.21920984660768594]	[-0.021728015053043864 -0.0 0.0035924036321226963 0.0; 0.0 -0.021253265425089818 -0.0 0.003598483297953037; 0.003580534087140476 -0.0 -0.021236939985334075 0.0; -0.0 0.003586613832970188 -0.0 -0.021755982266486784]
[-0.21840267755675807 -0.0 0.03353610089212611 -0.0; -0.0 0.16900925030050304 -0.0 0.03352692439240201; 0.03353625636115887 -0.0 0.16897892891387167 -0.0; -0.0 0.0335270798131459 -0.0 -0.21835372970394218]	[-0.026441172147706193 -0.0 0.004366475128461772 0.0; 0.0 -0.025865957587102473 -0.0 0.004373181111050756; 0.00435459608577678 -0.0 -0.025847181208852654 0.0; -0.0 0.0043613021075784185 -0.0 -0.026471906464291373]
[-0.21739568847710583 -0.0 0.03333057449879284 -0.0; -0.0 0.16840863317952293 -0.0 0.03331953506807889; 0.03333075775942318 -0.0 0.1683766325261425 -0.0; -0.0 0.033319718286968 -0.0 -0.21733816224459224]	[-0.031087025092854603 -0.0 0.005127239056584213 0.0; 0.0 -0.03041430602540074 -0.0 0.005134196161986515; 0.00511534875156478 -0.0 -0.030393690622380898 0.0; -0.0 0.005122305851227633 -0.0 -0.031118732547817385]
[-0.21623561444553324 -0.0 0.033094549701821796 -0.0; -0.0 0.1677136031084907 -0.0 0.03308157462594957; 0.03309476051596627 -0.0 0.16767990792424523 -0.0; -0.0 0.0330817854110429 -0.0 -0.21616918216238773]	[-0.03565497578722815 -0.0 0.005872664948068973 0.0; 0.0 -0.03488819107833152 -0.0 0.005879478249444792; 0.005860761685627031 -0.0 -0.03486638496454597 0.0; -0.0 0.005867574933875714 -0.0 -0.03568576057187234]
[-0.21492881243729528 -0.0 0.03282962294705605 -0.0; -0.0 0.1669267176894822 -0.0 0.03281472253842105; 0.03282986104007146 -0.0 0.16689140663690288 -0.0; -0.0 0.03281496062113498 -0.0 -0.21485353738693436]	[-0.04013517752832291 -0.0 0.006600897786124764 0.0; -0.0 -0.03927821082556304 -0.0 0.006607170845659538; 0.006588979949145707 -0.0 -0.03925587178278478 -0.0; -0.0 0.006595252907444518 -0.0 -0.040163127510542795]
[-0.2134822497453696 -0.0 0.03253752968167711 -0.0; -0.0 0.1660508493895322 -0.0 0.03252079352595494; 0.03253779474267254 -0.0 0.1660140907692238 -0.0; -0.0 0.03252105860108434 -0.0 -0.21339857202317614]	[-0.04451860255108453 -0.0 0.007310271672292867 0.0; -0.0 -0.043575742308487264 -0.0 0.007315623786037423; 0.007298337728814759 -0.0 -0.043553512411978024 -0.0; -0.0 0.007303689694112429 -0.0 -0.04454187114463626]
