-10.0	-0.14645901966520272	-0.002207021721340731
-9.97496871088861	-0.14701148990553425	-0.002224402223855112
-9.949937421777221	-0.1475687533752584	-0.0022426151148332123
-9.924906132665832	-0.14813073916174335	-0.0022617764498589566
-9.899874843554443	-0.14869743723434048	-0.002282023942926541
-9.874843554443054	-0.1492688525418206	-0.002303574408247129
-9.849812265331664	-0.14984494533943507	-0.0023267636724945487
-9.824780976220275	-0.15042553861434632	-0.0023520820157670024
-9.799749687108886	-0.15101015061800133	-0.0023801861629483604
-9.774718397997496	-0.15159769867814107	-0.0024117993920093586
-9.749687108886107	-0.15218609004401207	-0.002447257194005219
-9.724655819774718	-0.15277212297950094	-0.002485292207591171
-9.699624530663328	-0.15335308245933438	-0.0025212739273833833
-9.67459324155194	-0.15393094624286704	-0.002547887926590709
-9.64956195244055	-0.15451406813880098	-0.002561485762814636
-9.62453066332916	-0.1551102467322903	-0.002566560613606683
-9.599499374217771	-0.15572052014375176	-0.002570345946389825
-9.574468085106382	-0.15634166090563045	-0.0025767335554424775
-9.549436795994993	-0.15697062477066742	-0.0025860361469626112
-9.524405506883603	-0.1576062167393322	-0.002597324458352942
-9.499374217772216	-0.15824836820868568	-0.002610185169182232
-9.474342928660825	-0.15889694307069327	-0.0026247551573617502
-9.449311639549435	-0.15955154995215043	-0.0026410919723885875
-9.424280350438046	-0.16021184729311008	-0.0026590242463209123
-9.399249061326657	-0.16087766801415135	-0.002678295179236663
-9.37421777221527	-0.16154898415345814	-0.002698670160520815
-9.349186483103878	-0.16222584745786078	-0.002719968921970565
-9.32415519399249	-0.16290834935540013	-0.0027420631655787
-9.2991239048811	-0.1635965996153974	-0.0027648655609872905
-9.274092615769712	-0.1642907161940912	-0.0027883191971410826
-9.249061326658325	-0.16499082113419578	-0.0028123895142555264
-9.224030037546934	-0.16569703991925724	-0.002837059076371222
-9.198998748435546	-0.1664095021290382	-0.0028623256071488683
-9.173967459324155	-0.16712834092587206	-0.0028882019487140188
-9.148936170212767	-0.16785369211388862	-0.0029147152639136327
