  R1   R2   R3      I1   I2   I3      A1   A2           dist.               Jij
   2   -2    0       2    8    0       1    1     26.44980440000000   0.00000000000664
  -2    2    0       8    2    0       1    1     26.44980440000000   0.00000000000664
   0    3    3       0    3    3       1    1     26.84744596383354  -0.00000000726890
   0    3   -3       0    3    7       1    1     26.84744596383354  -0.00000000012410
   0   -3    3       0    7    3       1    1     26.84744596383354  -0.00000000012410
   0   -3   -3       0    7    7       1    1     26.84744596383354  -0.00000000726890
   3    0    3       3    0    3       1    1     26.84744596383354   0.00000001019057
   3    0   -3       3    0    7       1    1     26.84744596383354   0.00000002039959
  -3    0    3       7    0    3       1    1     26.84744596383354   0.00000002039959
  -3    0   -3       7    0    7       1    1     26.84744596383354   0.00000001019057
   0    0   -5       0    0    5       1    1     26.96766600000000   0.00000028364527
   3    3    4       3    3    4       1    1     26.96766708000004   0.00000214095401
   3    3   -4       3    3    6       1    1     26.96766708000004   0.00001743393022
  -3   -3    4       7    7    4       1    1     26.96766708000004   0.00001743393022
  -3   -3   -4       7    7    6       1    1     26.96766708000004   0.00000214095401
   4    4    3       4    4    3       1    1     26.96766792000004   0.00000188805321
   4    4   -3       4    4    7       1    1     26.96766792000004   0.00001706277458
  -4   -4    3       6    6    3       1    1     26.96766792000004   0.00001706277458
  -4   -4   -3       6    6    7       1    1     26.96766792000004   0.00000188805321
  -5   -5    0       5    5    0       1    1     26.96766900000000   0.00000059978531
   2   -2    1       2    8    1       1    1     26.99411701052216  -0.00000000000277
   2   -2   -1       2    8    9       1    1     26.99411701052216  -0.00000000000278
  -2    2    1       8    2    1       1    1     26.99411701052216  -0.00000000000278
  -2    2   -1       8    2    9       1    1     26.99411701052216  -0.00000000000277
   1   -3    0       1    7    0       1    1     26.99411713040458  -0.00000000000418
   3   -1    0       3    9    0       1    1     26.99411713040458  -0.00000000000020
  -3    1    0       7    1    0       1    1     26.99411713040458  -0.00000000000020
  -1    3    0       9    3    0       1    1     26.99411713040458  -0.00000000000418
  -5   -4    2       5    6    2       1    1     27.37082387900819   0.00000000264441
  -5   -4   -2       5    6    8       1    1     27.37082387900819   0.00000000328009
  -4   -5    2       6    5    2       1    1     27.37082387900819   0.00000000270426
  -4   -5   -2       6    5    8       1    1     27.37082387900819   0.00000000335589
  -5   -2    0       5    8    0       1    1     27.38385692123857  -0.00000000059301
  -2   -5    0       8    5    0       1    1     27.38385692123857  -0.00000000061316
   1    1   -5       1    1    5       1    1     27.50173115168023   0.00000037213897
  -1   -1   -5       9    9    5       1    1     27.50173115168023   0.00000037213897
  -5   -5    1       5    5    1       1    1     27.50173397575257   0.00000058459686
  -5   -5   -1       5    5    9       1    1     27.50173397575257   0.00000058459686
   1    3    4       1    3    4       1    1     27.50821825706948   0.00000001732031
   1    3   -4       1    3    6       1    1     27.50821825706948   0.00000001441006
   3    1    4       3    1    4       1    1     27.50821825706948   0.00000002368237
   3    1   -4       3    1    6       1    1     27.50821825706948   0.00000002042229
  -3   -1    4       7    9    4       1    1     27.50821825706948   0.00000002042229
  -3   -1   -4       7    9    6       1    1     27.50821825706948   0.00000002368237
  -1   -3    4       9    7    4       1    1     27.50821825706948   0.00000001441006
  -1   -3   -4       9    7    6       1    1     27.50821825706948   0.00000001732031
  -5   -3    2       5    7    2       1    1     27.50821966877269   0.00000001991733
  -5   -3   -2       5    7    8       1    1     27.50821966877269   0.00000002298135
  -3   -5    2       7    5    2       1    1     27.50821966877270   0.00000002125220
  -3   -5   -2       7    5    8       1    1     27.50821966877270   0.00000002473680
   1   -3    1       1    7    1       1    1     27.52766899011800   0.00000000000011
   1   -3   -1       1    7    9       1    1     27.52766899011800   0.00000000000010
   3   -1    1       3    9    1       1    1     27.52766899011800  -0.00000000000079
   3   -1   -1       3    9    9       1    1     27.52766899011800  -0.00000000000079
  -3    1    1       7    1    1       1    1     27.52766899011800  -0.00000000000079
  -3    1   -1       7    1    9       1    1     27.52766899011800  -0.00000000000079
  -1    3    1       9    3    1       1    1     27.52766899011800   0.00000000000010
  -1    3   -1       9    3    9       1    1     27.52766899011800   0.00000000000011
   0    1   -5       0    1    5       1    1     27.89716958313841   0.00000000257342
   0   -1   -5       0    9    5       1    1     27.89716958313841   0.00000000257342
   1    0   -5       1    0    5       1    1     27.89716958313841   0.00000000440418
  -1    0   -5       9    0    5       1    1     27.89716958313841   0.00000000440418
  -5   -2    1       5    8    1       1    1     27.90995915909530  -0.00000000011117
  -5   -2   -1       5    8    9       1    1     27.90995915909530  -0.00000000011452
  -2   -5    1       8    5    1       1    1     27.90995915909530  -0.00000000013285
  -2   -5   -1       8    5    9       1    1     27.90995915909530  -0.00000000013724
   2   -2    2       2    8    2       1    1     28.56489023812744  -0.00000000000022
   2   -2   -2       2    8    8       1    1     28.56489023812744  -0.00000000000022
  -2    2    2       8    2    2       1    1     28.56489023812744  -0.00000000000022
  -2    2   -2       8    2    8       1    1     28.56489023812744  -0.00000000000022
   0    4    0       0    4    0       1    1     28.56489069128795   0.00000000000186
   0   -4    0       0    6    0       1    1     28.56489069128795   0.00000000000186
   4    0    0       4    0    0       1    1     28.56489069128795  -0.00000000000024
  -4    0    0       6    0    0       1    1     28.56489069128795  -0.00000000000024
   1    2   -5       1    2    5       1    1     28.92114251639910   0.00000001788744
   2    1   -5       2    1    5       1    1     28.92114251639910   0.00000001993058
  -2   -1   -5       8    9    5       1    1     28.92114251639910   0.00000001993058
  -1   -2   -5       9    8    5       1    1     28.92114251639910   0.00000001788744
   1    4    3       1    4    3       1    1     28.93347857047146   0.00000000034794
   1    4   -3       1    4    7       1    1     28.93347857047146   0.00000000117392
   4    1    3       4    1    3       1    1     28.93347857047146   0.00000000033986
   4    1   -3       4    1    7       1    1     28.93347857047146   0.00000000181338
  -4   -1    3       6    9    3       1    1     28.93347857047146   0.00000000181338
  -4   -1   -3       6    9    7       1    1     28.93347857047146   0.00000000033986
  -1   -4    3       9    6    3       1    1     28.93347857047146   0.00000000117392
  -1   -4   -3       9    6    7       1    1     28.93347857047146   0.00000000034794
   2    2   -5       2    2    5       1    1     29.04506562042038   0.00000073057248
  -2   -2   -5       8    8    5       1    1     29.04506562042038   0.00000073057248
  -5   -5    2       5    5    2       1    1     29.04506796018164   0.00000079884597
  -5   -5   -2       5    5    8       1    1     29.04506796018164   0.00000079884597
   1   -3    2       1    7    2       1    1     29.06962609267637  -0.00000000000051
   1   -3   -2       1    7    8       1    1     29.06962609267637  -0.00000000000080
   3   -1    2       3    9    2       1    1     29.06962609267637  -0.00000000000138
   3   -1   -2       3    9    8       1    1     29.06962609267637  -0.00000000000100
  -3    1    2       7    1    2       1    1     29.06962609267637  -0.00000000000100
  -3    1   -2       7    1    8       1    1     29.06962609267637  -0.00000000000138
  -1    3    2       9    3    2       1    1     29.06962609267637  -0.00000000000080
  -1    3   -2       9    3    8       1    1     29.06962609267637  -0.00000000000051
   0    4    1       0    4    1       1    1     29.06962642664559  -0.00000000000011
   0    4   -1       0    4    9       1    1     29.06962642664559  -0.00000000000015
   0   -4    1       0    6    1       1    1     29.06962642664559  -0.00000000000015
   0   -4   -1       0    6    9       1    1     29.06962642664559  -0.00000000000011
   4    0    1       4    0    1       1    1     29.06962642664559  -0.00000000000003
   4    0   -1       4    0    9       1    1     29.06962642664559  -0.00000000000005
  -4    0    1       6    0    1       1    1     29.06962642664559  -0.00000000000005
  -4    0   -1       6    0    9       1    1     29.06962642664559  -0.00000000000003
   3    4    4       3    4    4       1    1     29.41976800649135   0.00000005801815
   3    4   -4       3    4    6       1    1     29.41976800649135   0.00000002776664
   4    3    4       4    3    4       1    1     29.41976800649135   0.00000005553108
   4    3   -4       4    3    6       1    1     29.41976800649135   0.00000002756158
  -4   -3    4       6    7    4       1    1     29.41976800649135   0.00000002756158
  -4   -3   -4       6    7    6       1    1     29.41976800649135   0.00000005553108
  -3   -4    4       7    6    4       1    1     29.41976800649135   0.00000002776664
  -3   -4   -4       7    6    6       1    1     29.41976800649135   0.00000005801815
   1   -2    4       1    8    4       1    1     29.43189330868798   0.00000000617069
   1   -2   -4       1    8    6       1    1     29.43189330868798   0.00000000695703
   2   -1    4       2    9    4       1    1     29.43189330868798   0.00000000784291
   2   -1   -4       2    9    6       1    1     29.43189330868798   0.00000000690839
  -2    1    4       8    1    4       1    1     29.43189330868798   0.00000000690839
  -2    1   -4       8    1    6       1    1     29.43189330868798   0.00000000784291
  -1    2    4       9    2    4       1    1     29.43189330868798   0.00000000695703
  -1    2   -4       9    2    6       1    1     29.43189330868798   0.00000000617069
  -5   -2    2       5    8    2       1    1     29.43189462812197  -0.00000000000010
  -5   -2   -2       5    8    8       1    1     29.43189462812197  -0.00000000004049
  -2   -5    2       8    5    2       1    1     29.43189462812197   0.00000000000224
  -2   -5   -2       8    5    8       1    1     29.43189462812197  -0.00000000003069
  -5   -4    3       5    6    3       1    1     29.91008194093082   0.00000000509921
  -5   -4   -3       5    6    7       1    1     29.91008194093082   0.00000000072667
  -4   -5    3       6    5    3       1    1     29.91008194093082   0.00000000494252
  -4   -5   -3       6    5    7       1    1     29.91008194093082   0.00000000067502
   1   -1   -5       1    9    5       1    1     30.03586269257337  -0.00000000231477
  -1    1   -5       9    1    5       1    1     30.03586269257337  -0.00000000231477
   2    4    4       2    4    4       1    1     30.03586366225021  -0.00000000544438
   2    4   -4       2    4    6       1    1     30.03586366225021   0.00000001881716
   4    2    4       4    2    4       1    1     30.03586366225021  -0.00000000678498
   4    2   -4       4    2    6       1    1     30.03586366225021   0.00000001377791
  -4   -2    4       6    8    4       1    1     30.03586366225021   0.00000001377791
  -4   -2   -4       6    8    6       1    1     30.03586366225021  -0.00000000678498
  -2   -4    4       8    6    4       1    1     30.03586366225021   0.00000001881716
  -2   -4   -4       8    6    6       1    1     30.03586366225021  -0.00000000544438
  -5   -3    3       5    7    3       1    1     30.03586441644329   0.00000001593426
  -5   -3   -3       5    7    7       1    1     30.03586441644329  -0.00000000484318
  -3   -5    3       7    5    3       1    1     30.03586441644329   0.00000002417907
  -3   -5   -3       7    5    7       1    1     30.03586441644329  -0.00000000343756
   0    3    4       0    3    4       1    1     30.40422269089406   0.00000000176984
   0    3   -4       0    3    6       1    1     30.40422269089406   0.00000000134933
   0   -3    4       0    7    4       1    1     30.40422269089406   0.00000000134933
   0   -3   -4       0    7    6       1    1     30.40422269089406   0.00000000176984
   3    0    4       3    0    4       1    1     30.40422269089406   0.00000000135521
   3    0   -4       3    0    6       1    1     30.40422269089406   0.00000000139636
  -3    0    4       7    0    4       1    1     30.40422269089406   0.00000000139636
  -3    0   -4       7    0    6       1    1     30.40422269089406   0.00000000135521
   4    4    4       4    4    4       1    1     30.51043289925456   0.00000240024059
   4    4   -4       4    4    6       1    1     30.51043289925456   0.00000172831277
  -4   -4    4       6    6    4       1    1     30.51043289925456   0.00000172831277
  -4   -4   -4       6    6    6       1    1     30.51043289925456   0.00000240024059
   0    2   -5       0    2    5       1    1     30.51627851719248   0.00000000227709
   0   -2   -5       0    8    5       1    1     30.51627851719248   0.00000000227709
   2    0   -5       2    0    5       1    1     30.51627851719248   0.00000000289481
  -2    0   -5       8    0    5       1    1     30.51627851719248   0.00000000289481
   0    4    2       0    4    2       1    1     30.53381374350800  -0.00000000000037
   0    4   -2       0    4    8       1    1     30.53381374350800  -0.00000000000046
   0   -4    2       0    6    2       1    1     30.53381374350800  -0.00000000000046
   0   -4   -2       0    6    8       1    1     30.53381374350800  -0.00000000000037
   4    0    2       4    0    2       1    1     30.53381374350800  -0.00000000000026
   4    0   -2       4    0    8       1    1     30.53381374350800  -0.00000000000038
  -4    0    2       6    0    2       1    1     30.53381374350800  -0.00000000000038
  -4    0   -2       6    0    8       1    1     30.53381374350800  -0.00000000000026
   2    3   -5       2    3    5       1    1     30.86735025655486   0.00000001771803
   3    2   -5       3    2    5       1    1     30.86735025655486   0.00000001873888
  -3   -2   -5       7    8    5       1    1     30.86735025655486   0.00000001873888
  -2   -3   -5       8    7    5       1    1     30.86735025655486   0.00000001771803
   2   -2    3       2    8    3       1    1     31.00651473825750   0.00000000000006
   2   -2   -3       2    8    7       1    1     31.00651473825750   0.00000000000007
  -2    2    3       8    2    3       1    1     31.00651473825750   0.00000000000007
  -2    2   -3       8    2    7       1    1     31.00651473825750   0.00000000000006
  -5   -1    0       5    9    0       1    1     31.00651567757882   0.00000000000150
  -1   -5    0       9    5    0       1    1     31.00651567757883   0.00000000000167
   3    3   -5       3    3    5       1    1     31.44943355854344   0.00000049950544
  -3   -3   -5       7    7    5       1    1     31.44943355854344   0.00000049950544
  -5   -5    3       5    5    3       1    1     31.44943520492985   0.00000054138457
  -5   -5   -3       5    5    7       1    1     31.44943520492985   0.00000054138457
   1   -3    3       1    7    3       1    1     31.47211723201224  -0.00000000000040
   1   -3   -3       1    7    7       1    1     31.47211723201224  -0.00000000000018
   3   -1    3       3    9    3       1    1     31.47211723201224  -0.00000000000083
   3   -1   -3       3    9    7       1    1     31.47211723201224  -0.00000000000110
  -3    1    3       7    1    3       1    1     31.47211723201224  -0.00000000000110
  -3    1   -3       7    1    7       1    1     31.47211723201224  -0.00000000000083
  -1    3    3       9    3    3       1    1     31.47211723201224  -0.00000000000018
  -1    3   -3       9    3    7       1    1     31.47211723201224  -0.00000000000040
  -5   -1    1       5    9    1       1    1     31.47211805461214   0.00000000000010
  -5   -1   -1       5    9    9       1    1     31.47211805461214   0.00000000000012
  -1   -5    1       9    5    1       1    1     31.47211805461214   0.00000000000026
  -1   -5   -1       9    5    9       1    1     31.47211805461214   0.00000000000028
  -5   -2    3       5    8    3       1    1     31.80703417953938   0.00000000006625
  -5   -2   -3       5    8    7       1    1     31.80703417953938   0.00000000001165
  -2   -5    3       8    5    3       1    1     31.80703417953938   0.00000000004918
  -2   -5   -3       8    5    7       1    1     31.80703417953938   0.00000000000729
   1    3   -5       1    3    5       1    1     31.91416417664875   0.00000000332695
   3    1   -5       3    1    5       1    1     31.91416417664875   0.00000000399896
  -3   -1   -5       7    9    5       1    1     31.91416417664875   0.00000000399896
  -1   -3   -5       9    7    5       1    1     31.91416417664875   0.00000000332695
   1    4    4       1    4    4       1    1     32.26108468177174   0.00000000000875
   1    4   -4       1    4    6       1    1     32.26108468177174   0.00000000063154
   4    1    4       4    1    4       1    1     32.26108468177174   0.00000000003277
   4    1   -4       4    1    6       1    1     32.26108468177174   0.00000000072220
  -4   -1    4       6    9    4       1    1     32.26108468177174   0.00000000072220
  -4   -1   -4       6    9    6       1    1     32.26108468177174   0.00000000003277
  -1   -4    4       9    6    4       1    1     32.26108468177174   0.00000000063154
  -1   -4   -4       9    6    6       1    1     32.26108468177174   0.00000000000875
   0    4    3       0    4    3       1    1     32.82932810187789  -0.00000000000031
   0    4   -3       0    4    7       1    1     32.82932810187789  -0.00000000000056
   0   -4    3       0    6    3       1    1     32.82932810187789  -0.00000000000056
   0   -4   -3       0    6    7       1    1     32.82932810187789  -0.00000000000031
   4    0    3       4    0    3       1    1     32.82932810187789  -0.00000000000016
   4    0   -3       4    0    7       1    1     32.82932810187789  -0.00000000000046
  -4    0    3       6    0    3       1    1     32.82932810187789  -0.00000000000046
  -4    0   -3       6    0    7       1    1     32.82932810187789  -0.00000000000016
  -5   -1    2       5    9    2       1    1     32.82932859474818  -0.00000000000008
  -5   -1   -2       5    9    8       1    1     32.82932859474818  -0.00000000000008
  -1   -5    2       9    5    2       1    1     32.82932859474818  -0.00000000000029
  -1   -5   -2       9    5    8       1    1     32.82932859474818  -0.00000000000029
  -5   -4    4       5    6    4       1    1     33.13977073502036   0.00000000186409
  -5   -4   -4       5    6    6       1    1     33.13977073502036  -0.00000000183126
  -4   -5    4       6    5    4       1    1     33.13977073502036   0.00000000190728
  -4   -5   -4       6    5    6       1    1     33.13977073502036  -0.00000000182200
   2   -3    0       2    7    0       1    1     33.17205586725393  -0.00000000000004
   3   -2    0       3    8    0       1    1     33.17205586725393  -0.00000000000003
  -3    2    0       7    2    0       1    1     33.17205586725393  -0.00000000000003
  -2    3    0       8    3    0       1    1     33.17205586725393  -0.00000000000004
  -5   -3    4       5    7    4       1    1     33.25333898873134   0.00000000245866
  -5   -3   -4       5    7    6       1    1     33.25333898873134   0.00000000573432
  -3   -5    4       7    5    4       1    1     33.25333898873134   0.00000000342532
  -3   -5   -4       7    5    6       1    1     33.25333898873134   0.00000000597775
   4    3   -5       4    3    5       1    1     33.57580308751069  -0.00000000164654
  -4   -3   -5       6    7    5       1    1     33.57580308751069  -0.00000000164654
   3    4   -5       3    4    5       1    1     33.57580308751069  -0.00000000191027
  -3   -4   -5       7    6    5       1    1     33.57580308751069  -0.00000000191027
   1   -2   -5       1    8    5       1    1     33.58642802010230   0.00000000085825
   2   -1   -5       2    9    5       1    1     33.58642802010230   0.00000000090726
  -2    1   -5       8    1    5       1    1     33.58642802010230   0.00000000090726
  -1    2   -5       9    2    5       1    1     33.58642802010230   0.00000000085825
   2   -3    1       2    7    1       1    1     33.60767011918140  -0.00000000000004
   2   -3   -1       2    7    9       1    1     33.60767011918140  -0.00000000000004
   3   -2    1       3    8    1       1    1     33.60767011918140  -0.00000000000005
   3   -2   -1       3    8    9       1    1     33.60767011918140  -0.00000000000005
  -3    2    1       7    2    1       1    1     33.60767011918140  -0.00000000000005
  -3    2   -1       7    2    9       1    1     33.60767011918140  -0.00000000000005
  -2    3    1       8    3    1       1    1     33.60767011918140  -0.00000000000004
  -2    3   -1       8    3    9       1    1     33.60767011918140  -0.00000000000004
   1   -4    0       1    6    0       1    1     34.03771003113606  -0.00000000000024
   4   -1    0       4    9    0       1    1     34.03771003113606  -0.00000000000027
  -4    1    0       6    1    0       1    1     34.03771003113606  -0.00000000000027
  -1    4    0       9    4    0       1    1     34.03771003113606  -0.00000000000024
   2    4   -5       2    4    5       1    1     34.11692995204584   0.00000000122505
   4    2   -5       4    2    5       1    1     34.11692995204584   0.00000000135961
  -4   -2   -5       6    8    5       1    1     34.11692995204584   0.00000000135961
  -2   -4   -5       8    6    5       1    1     34.11692995204584   0.00000000122505
   2   -2    4       2    8    4       1    1     34.13261429879486   0.00000000000051
   2   -2   -4       2    8    6       1    1     34.13261429879486   0.00000000000050
  -2    2    4       8    2    4       1    1     34.13261429879486   0.00000000000050
  -2    2   -4       8    2    6       1    1     34.13261429879486   0.00000000000051
   0    3   -5       0    3    5       1    1     34.44166896149194  -0.00000000003592
   0   -3   -5       0    7    5       1    1     34.44166896149194  -0.00000000003592
   3    0   -5       3    0    5       1    1     34.44166896149194   0.00000000004607
  -3    0   -5       7    0    5       1    1     34.44166896149194   0.00000000004607
   1   -4    1       1    6    1       1    1     34.46238390685129  -0.00000000000001
   1   -4   -1       1    6    9       1    1     34.46238390685129  -0.00000000000002
   4   -1    1       4    9    1       1    1     34.46238390685129  -0.00000000000004
   4   -1   -1       4    9    9       1    1     34.46238390685129  -0.00000000000003
  -4    1    1       6    1    1       1    1     34.46238390685129  -0.00000000000003
  -4    1   -1       6    1    9       1    1     34.46238390685129  -0.00000000000004
  -1    4    1       9    4    1       1    1     34.46238390685129  -0.00000000000002
  -1    4   -1       9    4    9       1    1     34.46238390685129  -0.00000000000001
   4    4   -5       4    4    5       1    1     34.53546465758692  -0.00000001000159
  -4   -4   -5       6    6    5       1    1     34.53546465758692  -0.00000001000159
  -5   -5    4       5    5    4       1    1     34.53546550092523  -0.00000001169053
  -5   -5   -4       5    5    6       1    1     34.53546550092523  -0.00000001169053
   1   -3    4       1    7    4       1    1     34.55612197168597   0.00000000000034
   1   -3   -4       1    7    6       1    1     34.55612197168597   0.00000000000033
   3   -1    4       3    9    4       1    1     34.55612197168597   0.00000000000016
   3   -1   -4       3    9    6       1    1     34.55612197168597   0.00000000000017
  -3    1    4       7    1    4       1    1     34.55612197168597   0.00000000000017
  -3    1   -4       7    1    6       1    1     34.55612197168597   0.00000000000016
  -1    3    4       9    3    4       1    1     34.55612197168597   0.00000000000033
  -1    3   -4       9    3    6       1    1     34.55612197168597   0.00000000000034
  -5   -2    4       5    8    4       1    1     34.86142317741634   0.00000000004485
  -5   -2   -4       5    8    6       1    1     34.86142317741634  -0.00000000000322
  -2   -5    4       8    5    4       1    1     34.86142317741634   0.00000000003849
  -2   -5   -4       8    5    6       1    1     34.86142317741634   0.00000000000034
   2   -3    2       2    7    2       1    1     34.88188773530218  -0.00000000000005
   2   -3   -2       2    7    8       1    1     34.88188773530218  -0.00000000000003
   3   -2    2       3    8    2       1    1     34.88188773530218  -0.00000000000006
   3   -2   -2       3    8    8       1    1     34.88188773530218  -0.00000000000008
  -3    2    2       7    2    2       1    1     34.88188773530218  -0.00000000000008
  -3    2   -2       7    2    8       1    1     34.88188773530218  -0.00000000000006
  -2    3    2       8    3    2       1    1     34.88188773530218  -0.00000000000003
  -2    3   -2       8    3    8       1    1     34.88188773530218  -0.00000000000005
  -5   -1    3       5    9    3       1    1     34.97450239645249  -0.00000000000038
  -5   -1   -3       5    9    7       1    1     34.97450239645249  -0.00000000000026
  -1   -5    3       9    5    3       1    1     34.97450239645250  -0.00000000000030
  -1   -5   -3       9    5    7       1    1     34.97450239645250  -0.00000000000020
   1   -4    2       1    6    2       1    1     35.70611300158153  -0.00000000000011
   1   -4   -2       1    6    8       1    1     35.70611300158153  -0.00000000000013
   4   -1    2       4    9    2       1    1     35.70611300158153  -0.00000000000015
   4   -1   -2       4    9    8       1    1     35.70611300158153  -0.00000000000013
  -4    1    2       6    1    2       1    1     35.70611300158153  -0.00000000000013
  -4    1   -2       6    1    8       1    1     35.70611300158153  -0.00000000000015
  -1    4    2       9    4    2       1    1     35.70611300158153  -0.00000000000013
  -1    4   -2       9    4    8       1    1     35.70611300158153  -0.00000000000011
   0   -5    0       0    5    0       1    1     35.70611336410994  -0.00000000000022
  -5    0    0       5    0    0       1    1     35.70611336410994  -0.00000000000027
   0    4    4       0    4    4       1    1     35.79659461844471  -0.00000000000008
   0    4   -4       0    4    6       1    1     35.79659461844471   0.00000000000006
   0   -4    4       0    6    4       1    1     35.79659461844471   0.00000000000006
   0   -4   -4       0    6    6       1    1     35.79659461844471  -0.00000000000008
   4    0    4       4    0    4       1    1     35.79659461844471   0.00000000000000
   4    0   -4       4    0    6       1    1     35.79659461844471   0.00000000000012
  -4    0    4       6    0    4       1    1     35.79659461844471   0.00000000000012
  -4    0   -4       6    0    6       1    1     35.79659461844471   0.00000000000000
   1    4   -5       1    4    5       1    1     36.09140324592502   0.00000000004442
   4    1   -5       4    1    5       1    1     36.09140324592502   0.00000000005186
  -4   -1   -5       6    9    5       1    1     36.09140324592502   0.00000000005186
  -1   -4   -5       9    6    5       1    1     36.09140324592502   0.00000000004442
   0   -5    1       0    5    1       1    1     36.11117184404534   0.00000000000005
   0   -5   -1       0    5    9       1    1     36.11117184404534   0.00000000000005
  -5    0    1       5    0    1       1    1     36.11117184404534   0.00000000000007
  -5    0   -1       5    0    9       1    1     36.11117184404534   0.00000000000007
  -5   -4   -5       5    6    5       1    1     36.87893989508419  -0.00000000077409
  -4   -5   -5       6    5    5       1    1     36.87893989508419  -0.00000000083180
   2   -3    3       2    7    3       1    1     36.90795434422959  -0.00000000000008
   2   -3   -3       2    7    7       1    1     36.90795434422959  -0.00000000000009
   3   -2    3       3    8    3       1    1     36.90795434422959  -0.00000000000007
   3   -2   -3       3    8    7       1    1     36.90795434422959  -0.00000000000006
  -3    2    3       7    2    3       1    1     36.90795434422959  -0.00000000000006
  -3    2   -3       7    2    7       1    1     36.90795434422959  -0.00000000000007
  -2    3    3       8    3    3       1    1     36.90795434422959  -0.00000000000009
  -2    3   -3       8    3    7       1    1     36.90795434422959  -0.00000000000008
  -5   -3   -5       5    7    5       1    1     36.98102699108017  -0.00000000014341
  -3   -5   -5       7    5    5       1    1     36.98102699108017  -0.00000000010118
   0   -5    2       0    5    2       1    1     37.29996425050136   0.00000000000007
   0   -5   -2       0    5    8       1    1     37.29996425050136   0.00000000000007
  -5    0    2       5    0    2       1    1     37.29996425050136   0.00000000000013
  -5    0   -2       5    0    8       1    1     37.29996425050136   0.00000000000013
   1   -4    3       1    6    3       1    1     37.68789603545442   0.00000000000000
   1   -4   -3       1    6    7       1    1     37.68789603545442   0.00000000000002
   4   -1    3       4    9    3       1    1     37.68789603545442   0.00000000000002
   4   -1   -3       4    9    7       1    1     37.68789603545442   0.00000000000000
  -4    1    3       6    1    3       1    1     37.68789603545442   0.00000000000000
  -4    1   -3       6    1    7       1    1     37.68789603545442   0.00000000000002
  -1    4    3       9    4    3       1    1     37.68789603545442   0.00000000000002
  -1    4   -3       9    4    7       1    1     37.68789603545442   0.00000000000000
   2   -2   -5       2    8    5       1    1     37.77363051502748  -0.00000000000024
  -2    2   -5       8    2    5       1    1     37.77363051502748  -0.00000000000024
  -5   -1    4       5    9    4       1    1     37.77363128607014  -0.00000000000010
  -5   -1   -4       5    9    6       1    1     37.77363128607014  -0.00000000000021
  -1   -5    4       9    5    4       1    1     37.77363128607014  -0.00000000000008
  -1   -5   -4       9    5    6       1    1     37.77363128607014  -0.00000000000017
  -5   -5   -5       5    5    5       1    1     38.13804112406820  -0.00000001891008
   1   -3   -5       1    7    5       1    1     38.15674736055941  -0.00000000000101
   3   -1   -5       3    9    5       1    1     38.15674736055941  -0.00000000000068
  -3    1   -5       7    1    5       1    1     38.15674736055941  -0.00000000000068
  -1    3   -5       9    3    5       1    1     38.15674736055941  -0.00000000000101
  -5   -2   -5       5    8    5       1    1     38.43345716131223  -0.00000000002233
  -2   -5   -5       8    5    5       1    1     38.43345716131223  -0.00000000001964
   0   -5    3       0    5    3       1    1     39.20125425271736  -0.00000000000003
   0   -5   -3       0    5    7       1    1     39.20125425271736  -0.00000000000003
  -5    0    3       5    0    3       1    1     39.20125425271736  -0.00000000000005
  -5    0   -3       5    0    7       1    1     39.20125425271736  -0.00000000000005
   0    4   -5       0    4    5       1    1     39.28368605022682  -0.00000000000004
   0   -4   -5       0    6    5       1    1     39.28368605022682  -0.00000000000004
   4    0   -5       4    0    5       1    1     39.28368605022682  -0.00000000000007
  -4    0   -5       6    0    5       1    1     39.28368605022682  -0.00000000000007
   2   -3    4       2    7    4       1    1     39.57055087476357  -0.00000000000000
   2   -3   -4       2    7    6       1    1     39.57055087476357   0.00000000000000
   3   -2    4       3    8    4       1    1     39.57055087476357   0.00000000000000
   3   -2   -4       3    8    6       1    1     39.57055087476357  -0.00000000000000
  -3    2    4       7    2    4       1    1     39.57055087476357  -0.00000000000000
  -3    2   -4       7    2    6       1    1     39.57055087476357   0.00000000000000
  -2    3    4       8    3    4       1    1     39.57055087476357   0.00000000000000
  -2    3   -4       8    3    6       1    1     39.57055087476357  -0.00000000000000
   3   -3    0       3    7    0       1    1     39.67470660000000   0.00000000000037
  -3    3    0       7    3    0       1    1     39.67470660000000   0.00000000000037
   3   -3    1       3    7    1       1    1     40.03963716338581  -0.00000000000017
   3   -3   -1       3    7    9       1    1     40.03963716338581  -0.00000000000017
  -3    3    1       7    3    1       1    1     40.03963716338581  -0.00000000000017
  -3    3   -1       7    3    9       1    1     40.03963716338581  -0.00000000000017
   2   -4    0       2    6    0       1    1     40.03963724420872  -0.00000000000078
   4   -2    0       4    8    0       1    1     40.03963724420872  -0.00000000000080
  -4    2    0       6    2    0       1    1     40.03963724420872  -0.00000000000080
  -2    4    0       8    4    0       1    1     40.03963724420872  -0.00000000000078
   1   -4    4       1    6    4       1    1     40.29899391096180  -0.00000000000000
   1   -4   -4       1    6    6       1    1     40.29899391096180  -0.00000000000001
   4   -1    4       4    9    4       1    1     40.29899391096180  -0.00000000000001
   4   -1   -4       4    9    6       1    1     40.29899391096180  -0.00000000000001
  -4    1    4       6    1    4       1    1     40.29899391096180  -0.00000000000001
  -4    1   -4       6    1    6       1    1     40.29899391096180  -0.00000000000001
