 written on 13Nov2023 at 14:38:07 
           2
         287
    4    2    2    2    2    2    4    4    2    2    2    2    2    4    2
    1    1    1    1    1    2    2    1    1    1    1    1    2    4    2
    2    2    2    2    4    4    2    2    2    2    2    4    2    1    1
    1    1    1    2    2    1    1    1    1    1    2    2    1    1    1
    1    1    2    2    1    1    1    1    1    2    2    1    1    1    1
    1    2    2    1    1    1    1    1    2    2    1    1    1    1    1
    2    2    1    1    1    1    1    2    2    1    1    1    1    1    2
    2    1    1    1    1    1    2    2    1    1    1    1    1    2    4
    2    2    2    2    2    4    2    1    1    1    1    1    2    2    1
    1    1    1    1    2    2    1    1    1    1    1    2    2    1    1
    1    1    1    2    2    1    1    1    1    1    2    4    2    2    2
    2    2    4    2    1    1    1    1    1    2    2    1    1    1    1
    1    2    2    1    1    1    1    1    2    2    1    1    1    1    1
    2    2    1    1    1    1    1    2    2    1    1    1    1    1    2
    2    1    1    1    1    1    2    2    1    1    1    1    1    2    2
    1    1    1    1    1    2    2    1    1    1    1    1    2    2    1
    1    1    1    1    2    4    2    2    2    2    2    4    4    2    2
    2    2    2    4    2    1    1    1    1    1    2    2    1    1    1
    1    1    2    4    2    2    2    2    2    4    4    2    2    2    2
    2    4
   -4   -2   -3    1    1   -0.000092    0.000000
   -4   -2   -3    2    1   -0.000079    0.000000
   -4   -2   -3    1    2   -0.000071    0.000000
   -4   -2   -3    2    2   -0.000092    0.000000
   -4   -2   -2    1    1   -0.000079    0.000000
   -4   -2   -2    2    1   -0.000079    0.000000
   -4   -2   -2    1    2   -0.000110    0.000000
   -4   -2   -2    2    2   -0.000079    0.000000
   -4   -2   -1    1    1   -0.000075    0.000000
   -4   -2   -1    2    1   -0.000105    0.000000
   -4   -2   -1    1    2    0.000029    0.000000
   -4   -2   -1    2    2   -0.000075    0.000000
   -4   -2    0    1    1    0.000086    0.000000
   -4   -2    0    2    1    0.000023    0.000000
   -4   -2    0    1    2    0.000029    0.000000
   -4   -2    0    2    2    0.000086    0.000000
   -4   -2    1    1    1   -0.000075    0.000000
   -4   -2    1    2    1    0.000023    0.000000
   -4   -2    1    1    2   -0.000110    0.000000
   -4   -2    1    2    2   -0.000075    0.000000
   -4   -2    2    1    1   -0.000079    0.000000
   -4   -2    2    2    1   -0.000105    0.000000
   -4   -2    2    1    2   -0.000071    0.000000
   -4   -2    2    2    2   -0.000079    0.000000
   -4   -2    3    1    1   -0.000092    0.000000
   -4   -2    3    2    1   -0.000079    0.000000
   -4   -2    3    1    2   -0.000071    0.000000
   -4   -2    3    2    2   -0.000092    0.000000
   -3   -3   -3    1    1   -0.001769    0.000000
   -3   -3   -3    2    1   -0.001754    0.000000
   -3   -3   -3    1    2   -0.001754   -0.000000
   -3   -3   -3    2    2   -0.001769    0.000000
   -3   -3   -2    1    1   -0.000757    0.000000
   -3   -3   -2    2    1   -0.001754    0.000000
   -3   -3   -2    1    2   -0.001028    0.000000
   -3   -3   -2    2    2   -0.000757    0.000000
   -3   -3   -1    1    1   -0.000996    0.000000
   -3   -3   -1    2    1   -0.001027   -0.000000
   -3   -3   -1    1    2   -0.001220    0.000000
   -3   -3   -1    2    2   -0.000996    0.000000
   -3   -3    0    1    1   -0.001297   -0.000000
   -3   -3    0    2    1   -0.001220   -0.000000
   -3   -3    0    1    2   -0.001220    0.000000
   -3   -3    0    2    2   -0.001298   -0.000000
   -3   -3    1    1    1   -0.000996   -0.000000
   -3   -3    1    2    1   -0.001220   -0.000000
   -3   -3    1    1    2   -0.001027    0.000000
   -3   -3    1    2    2   -0.000996   -0.000000
   -3   -3    2    1    1   -0.000757   -0.000000
   -3   -3    2    2    1   -0.001028   -0.000000
   -3   -3    2    1    2   -0.001754   -0.000000
   -3   -3    2    2    2   -0.000757   -0.000000
   -3   -3    3    1    1   -0.001769   -0.000000
   -3   -3    3    2    1   -0.001754    0.000000
   -3   -3    3    1    2   -0.001754   -0.000000
   -3   -3    3    2    2   -0.001769    0.000000
   -3   -2   -3    1    1   -0.000249   -0.000000
   -3   -2   -3    2    1   -0.000341   -0.000001
   -3   -2   -3    1    2   -0.000253    0.000000
   -3   -2   -3    2    2   -0.000249   -0.000000
   -3   -2   -2    1    1   -0.000347   -0.000000
   -3   -2   -2    2    1   -0.000341   -0.000001
   -3   -2   -2    1    2   -0.000152    0.000000
   -3   -2   -2    2    2   -0.000347   -0.000000
   -3   -2   -1    1    1   -0.000163   -0.000001
   -3   -2   -1    2    1   -0.000481   -0.000001
   -3   -2   -1    1    2   -0.000269    0.000000
   -3   -2   -1    2    2   -0.000163   -0.000001
   -3   -2    0    1    1   -0.000206   -0.000001
   -3   -2    0    2    1   -0.000108   -0.000002
   -3   -2    0    1    2   -0.000269    0.000000
   -3   -2    0    2    2   -0.000206   -0.000001
   -3   -2    1    1    1   -0.000163   -0.000001
   -3   -2    1    2    1   -0.000108   -0.000002
   -3   -2    1    1    2   -0.000152    0.000000
   -3   -2    1    2    2   -0.000163   -0.000001
   -3   -2    2    1    1   -0.000347   -0.000000
   -3   -2    2    2    1   -0.000481   -0.000001
   -3   -2    2    1    2   -0.000253    0.000000
   -3   -2    2    2    2   -0.000347   -0.000000
   -3   -2    3    1    1   -0.000249   -0.000000
   -3   -2    3    2    1   -0.000341   -0.000001
   -3   -2    3    1    2   -0.000253    0.000000
   -3   -2    3    2    2   -0.000249   -0.000000
   -3   -1   -3    1    1   -0.000098    0.000000
   -3   -1   -3    2    1   -0.000128    0.000000
   -3   -1   -3    1    2   -0.000079    0.000000
   -3   -1   -3    2    2   -0.000098    0.000000
   -3   -1   -2    1    1   -0.000083    0.000000
   -3   -1   -2    2    1   -0.000128    0.000000
   -3   -1   -2    1    2   -0.000105    0.000000
   -3   -1   -2    2    2   -0.000083    0.000000
   -3   -1   -1    1    1   -0.000056    0.000000
   -3   -1   -1    2    1   -0.000018    0.000000
   -3   -1   -1    1    2    0.000023    0.000000
   -3   -1   -1    2    2   -0.000056    0.000000
   -3   -1    0    1    1    0.000109   -0.000000
   -3   -1    0    2    1    0.000084   -0.000000
   -3   -1    0    1    2    0.000023    0.000000
   -3   -1    0    2    2    0.000108   -0.000000
   -3   -1    1    1    1   -0.000056    0.000000
   -3   -1    1    2    1    0.000084   -0.000000
   -3   -1    1    1    2   -0.000105    0.000000
   -3   -1    1    2    2   -0.000056    0.000000
   -3   -1    2    1    1   -0.000083    0.000000
   -3   -1    2    2    1   -0.000018    0.000000
   -3   -1    2    1    2   -0.000079    0.000000
   -3   -1    2    2    2   -0.000083    0.000000
   -3   -1    3    1    1   -0.000098    0.000000
   -3   -1    3    2    1   -0.000128    0.000000
   -3   -1    3    1    2   -0.000079    0.000000
   -3   -1    3    2    2   -0.000098    0.000000
   -3    0   -3    1    1    0.000002   -0.000000
   -3    0   -3    2    1   -0.000026   -0.000000
   -3    0   -3    1    2   -0.000026    0.000000
   -3    0   -3    2    2    0.000002   -0.000000
   -3    0   -2    1    1   -0.000043   -0.000000
   -3    0   -2    2    1   -0.000026   -0.000000
   -3    0   -2    1    2   -0.000047   -0.000000
   -3    0   -2    2    2   -0.000043   -0.000000
   -3    0   -1    1    1   -0.000047    0.000000
   -3    0   -1    2    1   -0.000047    0.000000
   -3    0   -1    1    2    0.000048    0.000000
   -3    0   -1    2    2   -0.000047    0.000000
   -3    0    0    1    1    0.000112    0.000000
   -3    0    0    2    1    0.000048   -0.000000
   -3    0    0    1    2    0.000048    0.000000
   -3    0    0    2    2    0.000112    0.000000
   -3    0    1    1    1   -0.000047   -0.000000
   -3    0    1    2    1    0.000048   -0.000000
   -3    0    1    1    2   -0.000047   -0.000000
   -3    0    1    2    2   -0.000047   -0.000000
   -3    0    2    1    1   -0.000043    0.000000
   -3    0    2    2    1   -0.000047    0.000000
   -3    0    2    1    2   -0.000026    0.000000
   -3    0    2    2    2   -0.000043    0.000000
   -3    0    3    1    1    0.000002    0.000000
   -3    0    3    2    1   -0.000026   -0.000000
   -3    0    3    1    2   -0.000026    0.000000
   -3    0    3    2    2    0.000002    0.000000
   -2   -4   -3    1    1   -0.000092   -0.000000
   -2   -4   -3    2    1   -0.000071   -0.000000
   -2   -4   -3    1    2   -0.000079   -0.000000
   -2   -4   -3    2    2   -0.000092   -0.000000
