  R1   R2   R3      I1   I2   I3      A1   A2           dist.               Jij
   0    0    0       0    0    0       1    2      3.81380411240682  27.92361066874932
   0    0   -1       0    0    9       1    2      3.81380411240682  27.90799813744475
  -1   -1    0       9    9    0       1    2      3.81380411240682   0.07820166925687
  -1   -1   -1       9    9    9       1    2      3.81380411240682   0.07815885936248
   0   -1    0       0    9    0       1    2      7.14122255953186  -0.00001594307588
   0   -1   -1       0    9    9       1    2      7.14122255953186  -0.00001601540242
  -1    0    0       9    0    0       1    2      7.14122255953186  -0.00001456641221
  -1    0   -1       9    0    9       1    2      7.14122255953186  -0.00001464795682
   0    0    1       0    0    1       1    2      8.52792486873657   0.07868520240583
   0    0   -2       0    0    8       1    2      8.52792486873657   0.07864176604516
  -1   -1    1       9    9    1       1    2      8.52792486873657  -0.00897199038087
  -1   -1   -2       9    9    8       1    2      8.52792486873657  -0.00895281269937
   1    1    0       1    1    0       1    2      8.52792562768321  27.90803755276209
   1    1   -1       1    1    9       1    2      8.52792562768321  27.92388737449779
  -2   -2    0       8    8    0       1    2      8.52792562768321   0.00023773670573
  -2   -2   -1       8    8    9       1    2      8.52792562768321   0.00023781897540
   0    1    0       0    1    0       1    2      8.94914892582022   0.00027706361499
   0    1   -1       0    1    9       1    2      8.94914892582022   0.00027685130991
   1    0    0       1    0    0       1    2      8.94914892582022   0.00027705659469
   1    0   -1       1    0    9       1    2      8.94914892582022   0.00027685669402
  -2   -1    0       8    9    0       1    2      8.94914892582022   0.00000009999321
  -2   -1   -1       8    9    9       1    2      8.94914892582022   0.00000009419618
  -1   -2    0       9    8    0       1    2      8.94914892582022  -0.00000007881009
  -1   -2   -1       9    8    9       1    2      8.94914892582022  -0.00000008486300
   0   -1    1       0    9    1       1    2     10.44880186450922   0.00005613425302
   0   -1   -2       0    9    8       1    2     10.44880186450922   0.00005623166078
  -1    0    1       9    0    1       1    2     10.44880186450922   0.00004869787304
  -1    0   -2       9    0    8       1    2     10.44880186450922   0.00004875635417
   1    1    1       1    1    1       1    2     11.44141233722046   0.07863887579927
   1    1   -2       1    1    8       1    2     11.44141233722046   0.07866689501721
  -2   -2    1       8    8    1       1    2     11.44141233722046   0.00010427420456
  -2   -2   -2       8    8    8       1    2     11.44141233722046   0.00010607057076
   0    1    1       0    1    1       1    2     11.75872728042936   0.00018439416306
   0    1   -2       0    1    8       1    2     11.75872728042936   0.00018409545662
   1    0    1       1    0    1       1    2     11.75872728042936   0.00018438876638
   1    0   -2       1    0    8       1    2     11.75872728042936   0.00018409978489
  -2   -1    1       8    9    1       1    2     11.75872728042936   0.00001180571548
  -2   -1   -2       8    9    8       1    2     11.75872728042936   0.00001174969111
  -1   -2    1       9    8    1       1    2     11.75872728042936   0.00001120956360
  -1   -2   -2       9    8    8       1    2     11.75872728042936   0.00001107703275
   1    2    0       1    2    0       1    2     12.93668763833063  -0.00001602275060
   1    2   -1       1    2    9       1    2     12.93668763833063  -0.00001607103164
   2    1    0       2    1    0       1    2     12.93668763833063  -0.00001465492787
   2    1   -1       2    1    9       1    2     12.93668763833063  -0.00001469095104
  -3   -2    0       7    8    0       1    2     12.93668763833063   0.00000551710991
  -3   -2   -1       7    8    9       1    2     12.93668763833063   0.00000554087267
  -2   -3    0       8    7    0       1    2     12.93668763833063   0.00000576605636
  -2   -3   -1       8    7    9       1    2     12.93668763833063   0.00000579262373
   0    0    2       0    0    2       1    2     13.75086557584011   0.00017413340723
   0    0   -3       0    0    7       1    2     13.75086557584011   0.00019494432363
  -1   -1    2       9    9    2       1    2     13.75086557584011   0.00010422305958
  -1   -1   -3       9    9    7       1    2     13.75086557584011   0.00008524094429
   2    2    0       2    2    0       1    2     13.75086698787628   0.07816291872537
   2    2   -1       2    2    9       1    2     13.75086698787628   0.07819091080549
  -3   -3    0       7    7    0       1    2     13.75086698787628   0.00009903374489
  -3   -3   -1       7    7    9       1    2     13.75086698787628   0.00009940451166
   0   -2    0       0    8    0       1    2     13.76383449505900   0.00000005398855
   0   -2   -1       0    8    9       1    2     13.76383449505900   0.00000005073432
   1   -1    0       1    9    0       1    2     13.76383449505900   0.00000239985029
   1   -1   -1       1    9    9       1    2     13.76383449505900   0.00000239022662
  -2    0    0       8    0    0       1    2     13.76383449505900   0.00000004460724
  -2    0   -1       8    0    9       1    2     13.76383449505900   0.00000004023258
  -1    1    0       9    1    0       1    2     13.76383449505900   0.00000237143943
  -1    1   -1       9    1    9       1    2     13.76383449505900   0.00000236041332
   0   -1    2       0    9    2       1    2     15.01793134628669   0.00000001941968
   0   -1   -3       0    9    7       1    2     15.01793134628669   0.00000004300231
  -1    0    2       9    0    2       1    2     15.01793134628669  -0.00000008706877
  -1    0   -3       9    0    7       1    2     15.01793134628669   0.00000004168238
   1    2    1       1    2    1       1    2     15.01793220822164   0.00005621909456
   1    2   -2       1    2    8       1    2     15.01793220822164   0.00005640155613
   2    1    1       2    1    1       1    2     15.01793220822164   0.00004875847552
   2    1   -2       2    1    8       1    2     15.01793220822164   0.00004892037211
  -3   -2    1       7    8    1       1    2     15.01793220822164   0.00000047969559
  -3   -2   -2       7    8    8       1    2     15.01793220822164   0.00000047214637
  -2   -3    1       8    7    1       1    2     15.01793220822164   0.00000051335915
  -2   -3   -2       8    7    8       1    2     15.01793220822164   0.00000050540959
   1    1    2       1    1    2       1    2     15.72471677927172   0.00017424237429
   1    1   -3       1    1    7       1    2     15.72471677927172   0.00019546784259
  -2   -2    2       8    8    2       1    2     15.72471677927172  -0.00003767955246
  -2   -2   -3       8    8    7       1    2     15.72471677927172  -0.00000927540462
   2    2    1       2    2    1       1    2     15.72471760246493  -0.00895091010954
   2    2   -2       2    2    8       1    2     15.72471760246493  -0.00896998303133
  -3   -3    1       7    7    1       1    2     15.72471760246493   0.00006349733003
  -3   -3   -2       7    7    8       1    2     15.72471760246493   0.00006224661931
   0   -2    1       0    8    1       1    2     15.73605861600612   0.00000000121327
   0   -2   -2       0    8    8       1    2     15.73605861600612   0.00000000140373
   1   -1    1       1    9    1       1    2     15.73605861600612  -0.00000006039155
   1   -1   -2       1    9    8       1    2     15.73605861600612  -0.00000006133448
  -2    0    1       8    0    1       1    2     15.73605861600612   0.00000000998883
  -2    0   -2       8    0    8       1    2     15.73605861600612   0.00000001037616
  -1    1    1       9    1    1       1    2     15.73605861600612  -0.00000005031482
  -1    1   -2       9    1    8       1    2     15.73605861600612  -0.00000005165405
  -3   -1    0       7    9    0       1    2     15.73605902730607   0.00000004195949
  -3   -1   -1       7    9    9       1    2     15.73605902730607   0.00000004094318
   0    2    0       0    2    0       1    2     15.73605902730607   0.00000238986570
   0    2   -1       0    2    9       1    2     15.73605902730607   0.00000237871935
   2    0    0       2    0    0       1    2     15.73605902730607   0.00000236006014
   2    0   -1       2    0    9       1    2     15.73605902730607   0.00000235059916
  -1   -3    0       9    7    0       1    2     15.73605902730607   0.00000007043811
  -1   -3   -1       9    7    9       1    2     15.73605902730607   0.00000006915416
   0    1    2       0    1    2       1    2     15.95708208832438   0.00000200031748
   0    1   -3       0    1    7       1    2     15.95708208832438   0.00000238331862
   1    0    2       1    0    2       1    2     15.95708208832438   0.00000200059250
   1    0   -3       1    0    7       1    2     15.95708208832438   0.00000238319244
